Date,DKK,EUR,GBP,ISK,NOK,SEK,CHF,USD,CAD,AUD,EGP,TRL,JPY,SGD,KWD,RUB,AZM,BYR,EEK,LVL,LTL,AMD,UAH,KZT,ATS,BEF,DEM,NLG,ITL,FIM,FRF,ESP,GRD,IEP,LUF,PTE
13-Jul-01,0.2384,1.7737,2.9235,0.2027,0.2226,0.191,1.1686,2.075,1.3603,1.0491,0.5293,0.0155,0.1669,1.1304,6.7458,0.071,0.4454,0.0147,1.134,3.2672,5.187,0.375,3.8909,0.1414,1.289,4.3969,0.9069,8.0487,0.916,2.9831,2.704,1.066,0.5205,2.2521,4.3969,8.8472
14-Jul-01,0.2371,1.7638,2.9034,0.2016,0.2218,0.1911,1.1676,2.07,1.3497,1.0464,0.526,0.016,0.1669,1.1281,6.7265,0.0709,0.4443,0.0147,1.1281,3.2568,5.175,0.3739,3.8815,0.1411,1.2818,4.3723,0.9018,8.0038,0.9109,2.9665,2.6889,1.0601,0.5176,2.2396,4.3723,8.7978
15-Jul-01,0.2371,1.7638,2.9034,0.2016,0.2218,0.1911,1.1676,2.07,1.3497,1.0464,0.526,0.016,0.1669,1.1281,6.7265,0.0709,0.4443,0.0147,1.1281,3.2568,5.175,0.3739,3.8815,0.1411,1.2818,4.3723,0.9018,8.0038,0.9109,2.9665,2.6889,1.0601,0.5176,2.2396,4.3723,8.7978
16-Jul-01,0.2371,1.7638,2.9034,0.2016,0.2218,0.1911,1.1676,2.07,1.3497,1.0464,0.526,0.016,0.1669,1.1281,6.7265,0.0709,0.4443,0.0147,1.1281,3.2568,5.175,0.3739,3.8815,0.1411,1.2818,4.3723,0.9018,8.0038,0.9109,2.9665,2.6889,1.0601,0.5176,2.2396,4.3723,8.7978
17-Jul-01,0.2376,1.7675,2.8863,0.2013,0.2219,0.1923,1.1684,2.06,1.3401,1.0481,0.523,0.0156,0.165,1.1213,6.6972,0.0704,0.4422,0.0146,1.1302,3.2431,5.1526,0.3722,3.8722,0.1405,1.2845,4.3815,0.9037,8.0206,0.9128,2.9727,2.6945,1.0623,0.5187,2.2443,4.3815,8.8163
18-Jul-01,0.2368,1.7618,2.8843,0.2011,0.221,0.1913,1.166,2.07,1.3476,1.0466,0.5256,0.0151,0.165,1.1272,6.7197,0.0708,0.4443,0.0147,1.1267,3.2476,5.1769,0.374,3.8591,0.1411,1.2803,4.3674,0.9008,7.9947,0.9099,2.9631,2.6858,1.0589,0.517,2.237,4.3674,8.7878
19-Jul-01,0.2389,1.7783,2.9007,0.2022,0.2221,0.1928,1.1802,2.07,1.3477,1.0551,0.526,0.015,0.1654,1.1303,6.728,0.0708,0.4442,0.0147,1.137,3.2563,5.1899,0.374,3.9079,0.1411,1.2923,4.4083,0.9092,8.0696,0.9184,2.9909,2.711,1.0688,0.5219,2.258,4.4083,8.8701
20-Jul-01,0.2431,1.8088,2.9358,0.2046,0.2254,0.1961,1.2021,2.0705,1.3451,1.068,0.5255,0.0153,0.1672,1.1327,6.7439,0.0707,0.4443,0.0147,1.1569,3.2813,5.1769,0.3735,3.9288,0.1411,1.3145,4.4839,0.9248,8.208,0.9342,3.0422,2.7575,1.0871,0.5308,2.2967,4.4839,9.0223
21-Jul-01,0.2423,1.8036,2.9537,0.2045,0.2258,0.195,1.1983,2.07,1.3435,1.0623,0.5256,0.016,0.1678,1.1339,6.7444,0.0707,0.4442,0.0147,1.1532,3.2842,5.1776,0.3733,3.9138,0.1411,1.3107,4.471,0.9222,8.1844,0.9315,3.0334,2.7496,1.084,0.5293,2.2901,4.471,8.9963
22-Jul-01,0.2423,1.8036,2.9537,0.2045,0.2258,0.195,1.1983,2.07,1.3435,1.0623,0.5256,0.016,0.1678,1.1339,6.7444,0.0707,0.4442,0.0147,1.1532,3.2842,5.1776,0.3733,3.9138,0.1411,1.3107,4.471,0.9222,8.1844,0.9315,3.0334,2.7496,1.084,0.5293,2.2901,4.471,8.9963
23-Jul-01,0.2423,1.8036,2.9537,0.2045,0.2258,0.195,1.1983,2.07,1.3435,1.0623,0.5256,0.016,0.1678,1.1339,6.7444,0.0707,0.4442,0.0147,1.1532,3.2842,5.1776,0.3733,3.9138,0.1411,1.3107,4.471,0.9222,8.1844,0.9315,3.0334,2.7496,1.084,0.5293,2.2901,4.471,8.9963
24-Jul-01,0.2414,1.7968,2.9469,0.204,0.225,0.1935,1.194,2.07,1.3421,1.0495,0.5254,0.0158,0.1676,1.1354,6.7442,0.0707,0.4439,0.0146,1.1489,3.2784,5.175,0.3734,3.9042,0.1411,1.3058,4.4542,0.9187,8.1535,0.928,3.022,2.7392,1.0799,0.5273,2.2815,4.4542,8.9624
25-Jul-01,0.2416,1.7986,2.9319,0.2037,0.225,0.1933,1.1953,2.07,1.3435,1.0516,0.5254,0.0158,0.1665,1.1386,6.7396,0.0707,0.4437,0.0146,1.1502,3.2774,5.1756,0.3738,3.9101,0.1411,1.3071,4.4586,0.9196,8.1617,0.9289,3.025,2.7419,1.081,0.5278,2.2838,4.4586,8.9714
26-Jul-01,0.2425,1.8059,2.939,0.2042,0.2256,0.1939,1.1998,2.07,1.3456,1.0524,0.5271,0.0159,0.1666,1.1401,6.742,0.0708,0.4434,0.0146,1.1548,3.281,5.1753,0.3737,3.8634,0.141,1.3124,4.4767,0.9233,8.1948,0.9327,3.0373,2.7531,1.0854,0.53,2.293,4.4767,9.0078
27-Jul-01,0.2451,1.8243,2.957,0.206,0.228,0.1964,1.2088,2.07,1.3484,1.0563,0.5256,0.0157,0.1678,1.1489,6.751,0.0708,0.4434,0.0146,1.1663,3.2925,5.1751,0.3737,3.9309,0.141,1.3258,4.5223,0.9327,8.2783,0.9422,3.0683,2.7811,1.0964,0.5354,2.3164,4.5223,9.0996
28-Jul-01,0.2429,1.8071,2.9419,0.2048,0.2264,0.1947,1.1981,2.062,1.3453,1.0454,0.5235,0.0159,0.1665,1.1456,6.7203,0.0704,0.4415,0.0145,1.1564,3.273,5.1571,0.3721,3.852,0.1404,1.3133,4.4797,0.924,8.2003,0.9333,3.0393,2.7549,1.0861,0.5303,2.2945,4.4797,9.0138
29-Jul-01,0.2429,1.8071,2.9419,0.2048,0.2264,0.1947,1.1981,2.062,1.3453,1.0454,0.5235,0.0159,0.1665,1.1456,6.7203,0.0704,0.4415,0.0145,1.1564,3.273,5.1571,0.3721,3.852,0.1404,1.3133,4.4797,0.924,8.2003,0.9333,3.0393,2.7549,1.0861,0.5303,2.2945,4.4797,9.0138
30-Jul-01,0.2429,1.8071,2.9419,0.2048,0.2264,0.1947,1.1981,2.062,1.3453,1.0454,0.5235,0.0159,0.1665,1.1456,6.7203,0.0704,0.4415,0.0145,1.1564,3.273,5.1571,0.3721,3.852,0.1404,1.3133,4.4797,0.924,8.2003,0.9333,3.0393,2.7549,1.0861,0.5303,2.2945,4.4797,9.0138
31-Jul-01,0.2418,1.7998,2.9297,0.2051,0.2255,0.1944,1.1919,2.06,1.3445,1.0407,0.523,0.0158,0.1654,1.1455,6.7094,0.0703,0.441,0.0145,1.1509,3.2652,5.1504,0.3717,3.8505,0.1402,1.308,4.4616,0.9202,8.1671,0.9295,3.027,2.7438,1.0817,0.5282,2.2853,4.4616,8.9774
01-Aug-01,0.2421,1.8025,2.9378,0.2055,0.2259,0.1953,1.1938,2.06,1.3475,1.0403,0.523,0.0158,0.1652,1.1433,6.7108,0.0702,0.4411,0.0145,1.1529,3.2672,5.1504,0.3719,3.8501,0.1401,1.3099,4.4683,0.9216,8.1794,0.9309,3.0316,2.7479,1.0833,0.529,2.2887,4.4683,8.9908
02-Aug-01,0.2446,1.8212,2.9613,0.208,0.2277,0.1962,1.205,2.07,1.3485,1.0578,0.526,0.0157,0.1661,1.1481,6.7479,0.0706,0.4433,0.0145,1.165,3.292,5.1756,0.3739,3.9219,0.1407,1.3235,4.5146,0.9312,8.2642,0.9406,3.063,2.7764,1.0946,0.5345,2.3124,4.5146,9.0841
03-Aug-01,0.2445,1.8203,2.9606,0.2101,0.2279,0.1969,1.2065,2.065,1.3447,1.0709,0.5256,0.0155,0.1661,1.1539,6.7341,0.0703,0.4422,0.0145,1.1643,3.283,5.1651,0.3728,3.8573,0.1403,1.3229,4.5124,0.9307,8.2602,0.9401,3.0615,2.775,1.094,0.5342,2.3113,4.5124,9.0796
04-Aug-01,0.2447,1.8224,2.9571,0.2107,0.2283,0.1986,1.2083,2.066,1.3463,1.0694,0.5246,0.0154,0.1668,1.1636,6.7386,0.0703,0.4423,0.0145,1.1651,3.2835,5.1653,0.3733,3.9278,0.1404,1.3244,4.5176,0.9318,8.2697,0.9412,3.0651,2.7782,1.0953,0.5348,2.314,4.5176,9.0901
05-Aug-01,0.2447,1.8224,2.9571,0.2107,0.2283,0.1986,1.2083,2.066,1.3463,1.0694,0.5246,0.0154,0.1668,1.1636,6.7386,0.0703,0.4423,0.0145,1.1651,3.2835,5.1653,0.3733,3.9278,0.1404,1.3244,4.5176,0.9318,8.2697,0.9412,3.0651,2.7782,1.0953,0.5348,2.314,4.5176,9.0901
06-Aug-01,0.2447,1.8224,2.9571,0.2107,0.2283,0.1986,1.2083,2.066,1.3463,1.0694,0.5246,0.0154,0.1668,1.1636,6.7386,0.0703,0.4423,0.0145,1.1651,3.2835,5.1653,0.3733,3.9278,0.1404,1.3244,4.5176,0.9318,8.2697,0.9412,3.0651,2.7782,1.0953,0.5348,2.314,4.5176,9.0901
07-Aug-01,0.2435,1.8124,2.9317,0.2097,0.227,0.1978,1.2035,2.056,1.3441,1.0609,0.4861,0.0155,0.1658,1.1548,6.7049,0.0701,0.44,0.0144,1.1588,3.2645,5.14,0.3715,3.8976,0.1397,1.3171,4.4928,0.9267,8.2243,0.936,3.0482,2.763,1.0893,0.5319,2.3013,4.4928,9.0402
08-Aug-01,0.2425,1.8044,2.9107,0.2101,0.2269,0.197,1.1982,2.0601,1.3495,1.062,0.4903,0.0154,0.1664,1.1545,6.7122,0.0702,0.4407,0.0144,1.154,3.254,5.1505,0.3726,3.9099,0.14,1.3113,4.473,0.9226,8.188,0.9319,3.0348,2.7508,1.0845,0.5295,2.2911,4.473,9.0003
09-Aug-01,0.2425,1.8041,2.918,0.2089,0.2267,0.1972,1.1983,2.06,1.343,1.0617,0.4898,0.0151,0.1669,1.1603,6.7149,0.0702,0.4405,0.0144,1.1533,3.2543,5.1506,0.3726,3.9126,0.14,1.3111,4.4722,0.9224,8.1866,0.9317,3.0343,2.7503,1.0843,0.5294,2.2907,4.4722,8.9988
10-Aug-01,0.2451,1.8231,2.9251,0.2101,0.2288,0.1987,1.2123,2.064,1.3454,1.064,0.4903,0.0151,0.167,1.1612,6.731,0.0703,0.4413,0.0144,1.1656,3.2638,5.1626,0.3733,3.9187,0.1403,1.3249,4.5193,0.9321,8.2729,0.9416,3.0662,2.7793,1.0957,0.535,2.3149,4.5193,9.0936
11-Aug-01,0.2478,1.8429,2.9425,0.2104,0.2307,0.2012,1.2231,2.0649,1.3419,1.0647,0.4916,0.015,0.1694,1.1752,6.7456,0.0704,0.4415,0.0144,1.1784,3.2834,5.1629,0.3727,3.9197,0.1403,1.3393,4.5684,0.9423,8.3627,0.9518,3.0995,2.8095,1.1076,0.5408,2.34,4.5684,9.1923
12-Aug-01,0.2478,1.8429,2.9425,0.2104,0.2307,0.2012,1.2231,2.0649,1.3419,1.0647,0.4916,0.015,0.1694,1.1752,6.7456,0.0704,0.4415,0.0144,1.1784,3.2834,5.1629,0.3727,3.9197,0.1403,1.3393,4.5684,0.9423,8.3627,0.9518,3.0995,2.8095,1.1076,0.5408,2.34,4.5684,9.1923
13-Aug-01,0.2478,1.8429,2.9425,0.2104,0.2307,0.2012,1.2231,2.0649,1.3419,1.0647,0.4916,0.015,0.1694,1.1752,6.7456,0.0704,0.4415,0.0144,1.1784,3.2834,5.1629,0.3727,3.9197,0.1403,1.3393,4.5684,0.9423,8.3627,0.9518,3.0995,2.8095,1.1076,0.5408,2.34,4.5684,9.1923
14-Aug-01,0.2484,1.848,2.9443,0.2103,0.2295,0.2011,1.2212,2.065,1.3424,1.0653,0.4905,0.0149,0.1694,1.172,6.7466,0.0704,0.4413,0.0144,1.1817,3.2961,5.1628,0.3727,3.9184,0.1403,1.343,4.5811,0.9449,8.3859,0.9544,3.1081,2.8173,1.1107,0.5423,2.3465,4.5811,9.2178
15-Aug-01,0.2489,1.8515,2.9321,0.2081,0.2294,0.2013,1.221,2.065,1.3425,1.0674,0.4905,0.0147,0.1681,1.175,6.7444,0.0704,0.4412,0.0144,1.1844,3.2924,5.1651,0.3727,3.9184,0.1404,1.3455,4.5897,0.9467,8.4017,0.9562,3.114,2.8226,1.1128,0.5434,2.3509,4.5897,9.2352
16-Aug-01,0.2515,1.8711,2.9521,0.2093,0.2313,0.2027,1.2346,2.065,1.3448,1.081,0.4893,0.0144,0.1709,1.1785,6.7568,0.0703,0.4413,0.0144,1.1958,3.3125,5.1651,0.3727,3.9154,0.1404,1.3598,4.6383,0.9567,8.4907,0.9663,3.147,2.8525,1.1246,0.5491,2.3758,4.6383,9.333
17-Aug-01,0.2548,1.8957,2.9883,0.2112,0.2333,0.2052,1.2465,2.065,1.3518,1.0907,0.487,0.014,0.173,1.1844,6.7705,0.0703,0.4413,0.0143,1.2118,3.3344,5.1638,0.3725,3.9147,0.1404,1.3777,4.6993,0.9693,8.6023,0.979,3.1883,2.89,1.1393,0.5563,2.407,4.6993,9.4557
18-Aug-01,0.2526,1.88,2.9759,0.2116,0.232,0.2029,1.2388,2.065,1.3443,1.0862,0.4917,0.0143,0.1712,1.1799,6.7599,0.0703,0.4413,0.0143,1.2021,3.3215,5.1677,0.3725,3.9073,0.1404,1.3662,4.6604,0.9612,8.5311,0.9709,3.1619,2.866,1.1299,0.5517,2.3871,4.6604,9.3774
19-Aug-01,0.2526,1.88,2.9759,0.2116,0.232,0.2029,1.2388,2.065,1.3443,1.0862,0.4917,0.0143,0.1712,1.1799,6.7599,0.0703,0.4413,0.0143,1.2021,3.3215,5.1677,0.3725,3.9073,0.1404,1.3662,4.6604,0.9612,8.5311,0.9709,3.1619,2.866,1.1299,0.5517,2.3871,4.6604,9.3774
20-Aug-01,0.2526,1.88,2.9759,0.2116,0.232,0.2029,1.2388,2.065,1.3443,1.0862,0.4917,0.0143,0.1712,1.1799,6.7599,0.0703,0.4413,0.0143,1.2021,3.3215,5.1677,0.3725,3.9073,0.1404,1.3662,4.6604,0.9612,8.5311,0.9709,3.1619,2.866,1.1299,0.5517,2.3871,4.6604,9.3774
21-Aug-01,0.2545,1.8936,2.985,0.2125,0.2331,0.2012,1.2473,2.065,1.3388,1.1025,0.4917,0.0145,0.1719,1.1773,6.7687,0.0703,0.4413,0.0143,1.2108,3.3344,5.1664,0.3722,3.9088,0.1404,1.3761,4.6941,0.9682,8.5928,0.978,3.1848,2.8868,1.1381,0.5557,2.4044,4.6941,9.4452
22-Aug-01,0.2537,1.8878,2.9852,0.211,0.2324,0.2005,1.245,2.065,1.3379,1.1031,0.4882,0.0145,0.1715,1.1799,6.7665,0.0703,0.4413,0.0143,1.207,3.3306,5.1651,0.3714,3.9073,0.1404,1.3719,4.6797,0.9652,8.5665,0.975,3.1751,2.8779,1.1346,0.554,2.397,4.6797,9.4163
23-Aug-01,0.2541,1.8916,3.0025,0.2097,0.2334,0.1998,1.2465,2.068,1.3351,1.1097,0.4883,0.0145,0.1726,1.1795,6.7799,0.0704,0.4419,0.0143,1.2097,3.3371,5.1726,0.3716,3.9093,0.1406,1.3747,4.6892,0.9672,8.5837,0.9769,3.1814,2.8837,1.1369,0.5551,2.4018,4.6892,9.4353
24-Aug-01,0.2536,1.8878,2.9957,0.2101,0.2333,0.2005,1.2425,2.07,1.3428,1.1054,0.4882,0.0141,0.1721,1.1793,6.7811,0.0705,0.4422,0.0142,1.2072,3.3285,5.1776,0.372,3.9093,0.1407,1.3719,4.6797,0.9652,8.5665,0.975,3.1751,2.8779,1.1346,0.554,2.397,4.6797,9.4163
25-Aug-01,0.2534,1.8861,2.9817,0.2088,0.2326,0.2001,1.2417,2.0649,1.3406,1.1008,0.4859,0.0141,0.1724,1.1805,6.7664,0.0703,0.4412,0.0142,1.2059,3.3246,5.1648,0.3711,3.8975,0.1403,1.3707,4.6755,0.9643,8.5587,0.9741,3.1722,2.8753,1.1336,0.5535,2.3949,4.6755,9.4078
26-Aug-01,0.2534,1.8861,2.9817,0.2088,0.2326,0.2001,1.2417,2.0649,1.3406,1.1008,0.4859,0.0141,0.1724,1.1805,6.7664,0.0703,0.4412,0.0142,1.2059,3.3246,5.1648,0.3711,3.8975,0.1403,1.3707,4.6755,0.9643,8.5587,0.9741,3.1722,2.8753,1.1336,0.5535,2.3949,4.6755,9.4078
27-Aug-01,0.2534,1.8861,2.9817,0.2088,0.2326,0.2001,1.2417,2.0649,1.3406,1.1008,0.4859,0.0141,0.1724,1.1805,6.7664,0.0703,0.4412,0.0142,1.2059,3.3246,5.1648,0.3711,3.8975,0.1403,1.3707,4.6755,0.9643,8.5587,0.9741,3.1722,2.8753,1.1336,0.5535,2.3949,4.6755,9.4078
28-Aug-01,0.2525,1.8795,2.9774,0.2085,0.2325,0.201,1.237,2.0649,1.3405,1.0958,0.4865,0.0146,0.1717,1.1815,6.7644,0.0703,0.4412,0.0142,1.2019,3.3219,5.1647,0.3711,3.8916,0.1403,1.3659,4.6592,0.961,8.5288,0.9707,3.1611,2.8653,1.1296,0.5516,2.3865,4.6592,9.3749
29-Aug-01,0.2525,1.8795,2.9774,0.2085,0.2325,0.201,1.237,2.0649,1.3405,1.0958,0.4865,0.0146,0.1717,1.1815,6.7644,0.0703,0.4412,0.0142,1.2019,3.3219,5.1647,0.3711,3.8916,0.1403,1.3659,4.6592,0.961,8.5288,0.9707,3.1611,2.8653,1.1296,0.5516,2.3865,4.6592,9.3749
30-Aug-01,0.2537,1.8875,3.004,0.209,0.2337,0.2005,1.2443,2.0649,1.3412,1.095,0.4859,0.0149,0.1722,1.1801,6.7693,0.0703,0.4415,0.0142,1.2064,3.3321,5.1648,0.3723,3.896,0.1402,1.3717,4.679,0.9651,8.5651,0.9748,3.1745,2.8775,1.1344,0.5539,2.3966,4.679,9.4148
31-Aug-01,0.2518,1.8741,2.992,0.2081,0.2327,0.1983,1.2358,2.0649,1.3361,1.093,0.4859,0.015,0.1725,1.1814,6.7666,0.0702,0.4413,0.0142,1.198,3.323,5.1644,0.3721,3.8887,0.1403,1.362,4.6458,0.9582,8.5043,0.9679,3.152,2.857,1.1264,0.55,2.3796,4.6458,9.348
01-Sep-01,0.2546,1.8937,3.0143,0.21,0.2348,0.199,1.25,2.0649,1.3361,1.0994,0.4859,0.0151,0.1737,1.1888,6.7777,0.0702,0.4415,0.0142,1.2111,3.3418,5.1621,0.3721,3.8666,0.1403,1.3762,4.6944,0.9682,8.5932,0.978,3.185,2.8869,1.1381,0.5557,2.4045,4.6944,9.4457
02-Sep-01,0.2546,1.8937,3.0143,0.21,0.2348,0.199,1.25,2.0649,1.3361,1.0994,0.4859,0.0151,0.1737,1.1888,6.7777,0.0702,0.4415,0.0142,1.2111,3.3418,5.1621,0.3721,3.8666,0.1403,1.3762,4.6944,0.9682,8.5932,0.978,3.185,2.8869,1.1381,0.5557,2.4045,4.6944,9.4457
03-Sep-01,0.2546,1.8937,3.0143,0.21,0.2348,0.199,1.25,2.0649,1.3361,1.0994,0.4859,0.0151,0.1737,1.1888,6.7777,0.0702,0.4415,0.0142,1.2111,3.3418,5.1621,0.3721,3.8666,0.1403,1.3762,4.6944,0.9682,8.5932,0.978,3.185,2.8869,1.1381,0.5557,2.4045,4.6944,9.4457
04-Sep-01,0.2522,1.877,3.0022,0.2094,0.2332,0.1984,1.2391,2.0649,1.3312,1.0872,0.4859,0.0152,0.1739,1.1869,6.7715,0.0702,0.4414,0.0141,1.2002,3.331,5.1623,0.3723,3.8683,0.1401,1.3641,4.653,0.9597,8.5175,0.9694,3.1569,2.8615,1.1281,0.5508,2.3833,4.653,9.3624
05-Sep-01,0.2508,1.8666,3.0038,0.2091,0.2341,0.1968,1.2321,2.0749,1.3409,1.0885,0.4882,0.0147,0.1745,1.1903,6.7969,0.0705,0.4434,0.0141,1.1933,3.3353,5.1874,0.3748,3.8856,0.1407,1.3565,4.6272,0.9544,8.4703,0.964,3.1394,2.8456,1.1218,0.5478,2.3701,4.6272,9.3106
06-Sep-01,0.2478,1.8427,2.9947,0.2077,0.2327,0.194,1.2198,2.0749,1.3308,1.076,0.4882,0.0147,0.1737,1.188,6.7896,0.0704,0.4432,0.0141,1.1785,3.3193,5.1911,0.3745,3.8936,0.1406,1.3391,4.5679,0.9422,8.3618,0.9517,3.0992,2.8092,1.1075,0.5408,2.3397,4.5679,9.1913
07-Sep-01,0.2462,1.8311,3.0133,0.2072,0.2312,0.1941,1.2123,2.074,1.3327,1.0756,0.4854,0.0147,0.1709,1.1824,6.7811,0.0704,0.4428,0.0141,1.1708,3.3068,5.1853,0.3744,3.8919,0.1404,1.3307,4.5392,0.9362,8.3092,0.9457,3.0797,2.7915,1.1005,0.5374,2.325,4.5392,9.1335
