Date,DKK,EUR,GBP,ISK,NOK,SEK,CHF,USD,CAD,AUD,EGP,TRL,JPY,SGD,KWD,RUB,AZM,BYR,EEK,LVL,LTL,AMD,UAH,KZT,ATS,BEF,DEM,NLG,ITL,FIM,FRF,ESP,GRD,IEP,LUF,PTE
08-Sep-01,0.2488,1.8508,3.0143,0.2076,0.2326,0.1949,1.2243,2.07,1.3288,1.075,0.4871,0.0149,0.1708,1.1813,6.7736,0.0703,0.4419,0.0141,1.1836,3.3131,5.1756,0.3735,3.8837,0.1401,1.345,4.588,0.9463,8.3986,0.9559,3.1128,2.8215,1.1124,0.5432,2.35,4.588,9.2318
09-Sep-01,0.2488,1.8508,3.0143,0.2076,0.2326,0.1949,1.2243,2.07,1.3288,1.075,0.4871,0.0149,0.1708,1.1813,6.7736,0.0703,0.4419,0.0141,1.1836,3.3131,5.1756,0.3735,3.8837,0.1401,1.345,4.588,0.9463,8.3986,0.9559,3.1128,2.8215,1.1124,0.5432,2.35,4.588,9.2318
10-Sep-01,0.2488,1.8508,3.0143,0.2076,0.2326,0.1949,1.2243,2.07,1.3288,1.075,0.4871,0.0149,0.1708,1.1813,6.7736,0.0703,0.4419,0.0141,1.1836,3.3131,5.1756,0.3735,3.8837,0.1401,1.345,4.588,0.9463,8.3986,0.9559,3.1128,2.8215,1.1124,0.5432,2.35,4.588,9.2318
11-Sep-01,0.2529,1.8816,3.0426,0.2096,0.2358,0.198,1.242,2.08,1.326,1.0685,0.4888,0.0148,0.1733,1.1896,6.8165,0.0706,0.4439,0.0141,1.2037,3.3414,5.2,0.3757,3.9024,0.1408,1.3674,4.6644,0.962,8.5383,0.9718,3.1646,2.8685,1.1309,0.5522,2.3891,4.6644,9.3854
12-Sep-01,0.2511,1.8677,3.0222,0.2082,0.2348,0.1958,1.2329,2.075,1.3277,1.0699,0.4882,0.0145,0.1708,1.1841,6.7921,0.0704,0.4428,0.0141,1.1946,3.3227,5.1881,0.3743,3.9374,0.1405,1.3573,4.6299,0.9549,8.4753,0.9646,3.1412,2.8473,1.1225,0.5481,2.3715,4.6299,9.316
13-Sep-01,0.2526,1.8789,3.0483,0.2085,0.2361,0.1964,1.2488,2.07,1.3256,1.071,0.4859,0.0142,0.1739,1.1934,6.7751,0.0702,0.4415,0.0141,1.2024,3.3436,5.1749,0.3731,3.8851,0.1403,1.3654,4.6577,0.9607,8.5261,0.9704,3.1601,2.8644,1.1292,0.5514,2.3857,4.6577,9.3719
14-Sep-01,0.2534,1.8855,3.0482,0.2087,0.2362,0.1967,1.2523,2.08,1.3311,1.07,0.4906,0.0142,0.1746,1.1977,6.8103,0.0706,0.4434,0.0141,1.2055,3.3619,5.2023,0.3749,3.9061,0.1408,1.3702,4.674,0.964,8.556,0.9738,3.1712,2.8744,1.1332,0.5533,2.3941,4.674,9.4048
15-Sep-01,0.255,1.8973,3.0597,0.2103,0.2374,0.1981,1.2629,2.0799,1.3292,1.0695,0.4905,0.0141,0.175,1.1974,6.8377,0.0706,0.4436,0.0141,1.2134,3.3699,5.2024,0.3755,3.9023,0.1406,1.3788,4.7033,0.9701,8.6096,0.9799,3.191,2.8924,1.1403,0.5568,2.4091,4.7033,9.4637
16-Sep-01,0.255,1.8973,3.0597,0.2103,0.2374,0.1981,1.2629,2.0799,1.3292,1.0695,0.4905,0.0141,0.175,1.1974,6.8377,0.0706,0.4436,0.0141,1.2134,3.3699,5.2024,0.3755,3.9023,0.1406,1.3788,4.7033,0.9701,8.6096,0.9799,3.191,2.8924,1.1403,0.5568,2.4091,4.7033,9.4637
17-Sep-01,0.255,1.8973,3.0597,0.2103,0.2374,0.1981,1.2629,2.0799,1.3292,1.0695,0.4905,0.0141,0.175,1.1974,6.8377,0.0706,0.4436,0.0141,1.2134,3.3699,5.2024,0.3755,3.9023,0.1406,1.3788,4.7033,0.9701,8.6096,0.9799,3.191,2.8924,1.1403,0.5568,2.4091,4.7033,9.4637
18-Sep-01,0.2595,1.9309,3.073,0.2115,0.2403,0.1998,1.2938,2.08,1.3259,1.0639,0.49,0.0136,0.1762,1.2004,6.8253,0.0706,0.4436,0.0141,1.2341,3.3821,5.2026,0.3755,3.9083,0.1407,1.4032,4.7866,0.9873,8.762,0.9972,3.2475,2.9436,1.1605,0.5667,2.4517,4.7866,9.6313
19-Sep-01,0.2577,1.9165,3.0485,0.2091,0.2388,0.1976,1.2914,2.0809,1.325,1.0334,0.4905,0.0137,0.1768,1.1992,6.8228,0.0707,0.4438,0.0141,1.2254,3.3715,5.2049,0.3757,3.9115,0.1409,1.3928,4.7509,0.9799,8.6967,0.9898,3.2233,2.9217,1.1518,0.5624,2.4335,4.7509,9.5595
20-Sep-01,0.2595,1.9307,3.06,0.2094,0.2418,0.1984,1.3022,2.09,1.3293,1.0251,0.4923,0.014,0.1776,1.2015,6.857,0.0709,0.4457,0.0142,1.235,3.3879,5.2276,0.3777,3.9131,0.1415,1.4031,4.7861,0.9872,8.7611,0.9971,3.2472,2.9433,1.1604,0.5666,2.4515,4.7861,9.6303
21-Sep-01,0.259,1.9271,3.0514,0.2075,0.2434,0.1983,1.3043,2.08,1.3264,1.0263,0.4911,0.0137,0.1773,1.1932,6.8255,0.0707,0.4434,0.0141,1.2319,3.3772,5.2065,0.3755,3.901,0.1408,1.4005,4.7772,0.9853,8.7448,0.9953,3.2411,2.9378,1.1582,0.5655,2.4469,4.7772,9.6123
22-Sep-01,0.2566,1.9088,3.0316,0.207,0.2413,0.194,1.3083,2.08,1.3284,1.0192,0.4903,0.0138,0.1778,1.1966,6.823,0.0707,0.4434,0.0141,1.2202,3.369,5.2027,0.3755,3.897,0.1409,1.3872,4.7318,0.976,8.6618,0.9858,3.2104,2.9099,1.1472,0.5602,2.4237,4.7318,9.5211
23-Sep-01,0.2566,1.9088,3.0316,0.207,0.2413,0.194,1.3083,2.08,1.3284,1.0192,0.4903,0.0138,0.1778,1.1966,6.823,0.0707,0.4434,0.0141,1.2202,3.369,5.2027,0.3755,3.897,0.1409,1.3872,4.7318,0.976,8.6618,0.9858,3.2104,2.9099,1.1472,0.5602,2.4237,4.7318,9.5211
24-Sep-01,0.2566,1.9088,3.0316,0.207,0.2413,0.194,1.3083,2.08,1.3284,1.0192,0.4903,0.0138,0.1778,1.1966,6.823,0.0707,0.4434,0.0141,1.2202,3.369,5.2027,0.3755,3.897,0.1409,1.3872,4.7318,0.976,8.6618,0.9858,3.2104,2.9099,1.1472,0.5602,2.4237,4.7318,9.5211
25-Sep-01,0.2556,1.8999,3.0249,0.2058,0.2397,0.1917,1.3107,2.08,1.3247,1.0132,0.49,0.0134,0.1785,1.1857,6.8233,0.0707,0.4431,0.0141,1.2147,3.369,5.2065,0.3755,3.8981,0.1408,1.3807,4.7097,0.9714,8.6214,0.9812,3.1954,2.8964,1.1419,0.5576,2.4124,4.7097,9.4767
26-Sep-01,0.2561,1.9045,3.0327,0.2046,0.2365,0.1935,1.3058,2.0755,1.3224,1.0243,0.4872,0.0133,0.177,1.1722,6.8105,0.0705,0.4422,0.014,1.2182,3.3639,5.1921,0.3747,3.8925,0.1406,1.3841,4.7211,0.9738,8.6422,0.9836,3.2031,2.9034,1.1446,0.5589,2.4182,4.7211,9.4996
27-Sep-01,0.2564,1.9059,3.0416,0.2045,0.2366,0.1925,1.2962,2.066,1.316,1.02,0.4873,0.0133,0.1761,1.1683,6.7847,0.0702,0.4401,0.0139,1.2188,3.3528,5.1673,0.3729,3.8725,0.1399,1.3851,4.7246,0.9745,8.6486,0.9843,3.2055,2.9055,1.1455,0.5593,2.42,4.7246,9.5066
28-Sep-01,0.2555,1.8992,3.0413,0.2036,0.2351,0.1912,1.2827,2.065,1.3139,1.0034,0.4856,0.0134,0.174,1.1722,6.7805,0.0701,0.4399,0.0139,1.2143,3.3458,5.1648,0.3727,3.8816,0.1398,1.3802,4.708,0.971,8.6182,0.9809,3.1942,2.8953,1.1414,0.5574,2.4115,4.708,9.4732
29-Sep-01,0.2533,1.8827,3.0233,0.2013,0.2319,0.1935,1.2772,2.061,1.3072,1.0171,0.4849,0.0136,0.173,1.1694,6.7649,0.07,0.4392,0.0139,1.204,3.3333,5.1551,0.3719,3.8701,0.1394,1.3682,4.6671,0.9626,8.5433,0.9723,3.1665,2.8702,1.1315,0.5525,2.3905,4.6671,9.3909
30-Sep-01,0.2533,1.8827,3.0233,0.2013,0.2319,0.1935,1.2772,2.061,1.3072,1.0171,0.4849,0.0136,0.173,1.1694,6.7649,0.07,0.4392,0.0139,1.204,3.3333,5.1551,0.3719,3.8701,0.1394,1.3682,4.6671,0.9626,8.5433,0.9723,3.1665,2.8702,1.1315,0.5525,2.3905,4.6671,9.3909
01-Oct-01,0.2533,1.8827,3.0233,0.2013,0.2319,0.1935,1.2772,2.061,1.3072,1.0171,0.4849,0.0136,0.173,1.1694,6.7649,0.07,0.4392,0.0139,1.204,3.3333,5.1551,0.3719,3.8701,0.1394,1.3682,4.6671,0.9626,8.5433,0.9723,3.1665,2.8702,1.1315,0.5525,2.3905,4.6671,9.3909
02-Oct-01,0.2545,1.8918,3.0596,0.2053,0.2343,0.1953,1.2807,2.078,1.3162,1.0234,0.4881,0.0136,0.1739,1.1767,6.8178,0.0705,0.4428,0.014,1.2099,3.357,5.1975,0.375,3.8987,0.1405,1.3748,4.6896,0.9673,8.5846,0.977,3.1818,2.884,1.137,0.5552,2.4021,4.6896,9.4363
03-Oct-01,0.2552,1.8971,3.0666,0.2075,0.235,0.1947,1.2819,2.072,1.3167,1.0238,0.4872,0.0134,0.1714,1.1652,6.7977,0.0703,0.4415,0.014,1.213,3.3506,5.1826,0.3739,3.8874,0.14,1.3787,4.7028,0.97,8.6087,0.9798,3.1907,2.8921,1.1402,0.5567,2.4088,4.7028,9.4627
04-Oct-01,0.2563,1.9048,3.0325,0.2056,0.2354,0.1951,1.2808,2.065,1.3182,1.0263,0.487,0.0131,0.1709,1.1601,6.7765,0.07,0.44,0.0139,1.218,3.3441,5.1651,0.3717,3.8743,0.1396,1.3843,4.7219,0.9739,8.6436,0.9837,3.2036,2.9038,1.1448,0.559,2.4186,4.7219,9.5011
05-Oct-01,0.2546,1.8928,3.046,0.2045,0.2349,0.1957,1.2759,2.07,1.3206,1.0317,0.4871,0.0131,0.172,1.1652,6.7925,0.0702,0.441,0.0139,1.2102,3.3457,5.1776,0.3726,3.875,0.1399,1.3756,4.6921,0.9678,8.5892,0.9775,3.1835,2.8856,1.1376,0.5555,2.4034,4.6921,9.4412
06-Oct-01,0.256,1.9045,3.0632,0.2031,0.2364,0.1948,1.2805,2.071,1.3189,1.0407,0.4873,0.0128,0.1719,1.1613,6.7973,0.0701,0.4412,0.014,1.2175,3.3587,5.184,0.3709,3.8883,0.1399,1.3841,4.7211,0.9738,8.6422,0.9836,3.2031,2.9034,1.1446,0.5589,2.4182,4.7211,9.4996
07-Oct-01,0.256,1.9045,3.0632,0.2031,0.2364,0.1948,1.2805,2.071,1.3189,1.0407,0.4873,0.0128,0.1719,1.1613,6.7973,0.0701,0.4412,0.014,1.2175,3.3587,5.184,0.3709,3.8883,0.1399,1.3841,4.7211,0.9738,8.6422,0.9836,3.2031,2.9034,1.1446,0.5589,2.4182,4.7211,9.4996
08-Oct-01,0.256,1.9045,3.0632,0.2031,0.2364,0.1948,1.2805,2.071,1.3189,1.0407,0.4873,0.0128,0.1719,1.1613,6.7973,0.0701,0.4412,0.014,1.2175,3.3587,5.184,0.3709,3.8883,0.1399,1.3841,4.7211,0.9738,8.6422,0.9836,3.2031,2.9034,1.1446,0.5589,2.4182,4.7211,9.4996
09-Oct-01,0.2569,1.909,3.0593,0.2033,0.2368,0.1965,1.2912,2.071,1.3254,1.0469,0.4873,0.0129,0.1727,1.1549,6.8006,0.0702,0.441,0.0139,1.2211,3.3686,5.1801,0.3709,3.8856,0.14,1.3873,4.7323,0.9761,8.6627,0.9859,3.2107,2.9103,1.1473,0.5602,2.4239,4.7323,9.5221
10-Oct-01,0.2586,1.9215,3.0733,0.2046,0.2389,0.1977,1.2996,2.085,1.3362,1.0563,0.4917,0.0128,0.1738,1.1603,6.8455,0.0706,0.4437,0.014,1.2286,3.3941,5.2151,0.3734,3.9082,0.141,1.3964,4.7633,0.9824,8.7194,0.9924,3.2317,2.9293,1.1548,0.5639,2.4398,4.7633,9.5844
11-Oct-01,0.2561,1.904,3.0412,0.2026,0.2386,0.1977,1.2851,2.085,1.3318,1.0444,0.4897,0.0128,0.1731,1.157,6.8367,0.0706,0.4433,0.014,1.2215,3.3814,5.2152,0.3734,3.9229,0.141,1.3837,4.7199,0.9735,8.64,0.9833,3.2023,2.9026,1.1443,0.5588,2.4176,4.7199,9.4971
12-Oct-01,0.2554,1.898,3.0233,0.2062,0.2381,0.198,1.2772,2.085,1.3303,1.0406,0.49,0.0129,0.1732,1.1452,6.8338,0.0706,0.4431,0.014,1.214,3.3765,5.2151,0.3724,3.8972,0.141,1.3793,4.705,0.9704,8.6127,0.9802,3.1922,2.8935,1.1407,0.557,2.41,4.705,9.4672
13-Oct-01,0.2533,1.8836,3.0162,0.2066,0.2372,0.1979,1.2699,2.085,1.3336,1.0435,0.4915,0.0134,0.172,1.145,6.8262,0.0706,0.4429,0.014,1.2034,3.3645,5.215,0.3723,3.8972,0.1409,1.3689,4.6693,0.9631,8.5474,0.9728,3.168,2.8715,1.1321,0.5528,2.3917,4.6693,9.3954
14-Oct-01,0.2533,1.8836,3.0162,0.2066,0.2372,0.1979,1.2699,2.085,1.3336,1.0435,0.4915,0.0134,0.172,1.145,6.8262,0.0706,0.4429,0.014,1.2034,3.3645,5.215,0.3723,3.8972,0.1409,1.3689,4.6693,0.9631,8.5474,0.9728,3.168,2.8715,1.1321,0.5528,2.3917,4.6693,9.3954
15-Oct-01,0.2533,1.8836,3.0162,0.2066,0.2372,0.1979,1.2699,2.085,1.3336,1.0435,0.4915,0.0134,0.172,1.145,6.8262,0.0706,0.4429,0.014,1.2034,3.3645,5.215,0.3723,3.8972,0.1409,1.3689,4.6693,0.9631,8.5474,0.9728,3.168,2.8715,1.1321,0.5528,2.3917,4.6693,9.3954
16-Oct-01,0.2549,1.8947,3.015,0.2075,0.2379,0.199,1.2819,2.08,1.333,1.0702,0.4888,0.013,0.1719,1.144,6.8168,0.0704,0.4418,0.014,1.2121,3.3668,5.2025,0.3704,3.8951,0.1405,1.3769,4.6968,0.9687,8.5978,0.9785,3.1867,2.8885,1.1387,0.556,2.4058,4.6968,9.4507
17-Oct-01,0.2536,1.8855,3.0118,0.2066,0.2372,0.199,1.275,2.08,1.334,1.0685,0.4888,0.0128,0.1718,1.1477,6.815,0.0704,0.4416,0.0139,1.2057,3.3613,5.2026,0.3703,3.9205,0.1406,1.3702,4.674,0.964,8.556,0.9738,3.1712,2.8744,1.1332,0.5533,2.3941,4.674,9.4048
18-Oct-01,0.2531,1.8814,3.0083,0.2044,0.2363,0.1991,1.2689,2.08,1.3292,1.0683,0.4888,0.0128,0.171,1.1436,6.8105,0.0704,0.4414,0.0139,1.2031,3.3565,5.2023,0.3691,3.8864,0.1405,1.3673,4.6639,0.9619,8.5374,0.9717,3.1643,2.8682,1.1307,0.5521,2.3889,4.6639,9.3844
19-Oct-01,0.2526,1.8775,3.0166,0.2023,0.2364,0.1976,1.2695,2.082,1.325,1.0562,0.4893,0.0128,0.1723,1.1491,6.8197,0.0704,0.4419,0.0139,1.201,3.3597,5.2076,0.3689,3.8887,0.1407,1.3644,4.6542,0.96,8.5197,0.9696,3.1577,2.8622,1.1284,0.551,2.3839,4.6542,9.3649
20-Oct-01,0.2529,1.8799,3.0034,0.2029,0.2358,0.1994,1.2723,2.0851,1.3215,1.0584,0.4903,0.0128,0.172,1.146,6.8268,0.0705,0.4425,0.0139,1.2022,3.3609,5.2141,0.3692,3.9633,0.1409,1.3662,4.6602,0.9612,8.5306,0.9709,3.1618,2.8659,1.1298,0.5517,2.387,4.6602,9.3769
21-Oct-01,0.2529,1.8799,3.0034,0.2029,0.2358,0.1994,1.2723,2.0851,1.3215,1.0584,0.4903,0.0128,0.172,1.146,6.8268,0.0705,0.4425,0.0139,1.2022,3.3609,5.2141,0.3692,3.9633,0.1409,1.3662,4.6602,0.9612,8.5306,0.9709,3.1618,2.8659,1.1298,0.5517,2.387,4.6602,9.3769
22-Oct-01,0.2529,1.8799,3.0034,0.2029,0.2358,0.1994,1.2723,2.0851,1.3215,1.0584,0.4903,0.0128,0.172,1.146,6.8268,0.0705,0.4425,0.0139,1.2022,3.3609,5.2141,0.3692,3.9633,0.1409,1.3662,4.6602,0.9612,8.5306,0.9709,3.1618,2.8659,1.1298,0.5517,2.387,4.6602,9.3769
23-Oct-01,0.2523,1.8764,2.9934,0.2028,0.2355,0.1978,1.2711,2.087,1.3252,1.06,0.4911,0.0127,0.1717,1.1437,6.8278,0.0706,0.4429,0.0139,1.1997,3.358,5.2195,0.3706,3.9677,0.141,1.3636,4.6515,0.9594,8.5147,0.9691,3.1559,2.8606,1.1277,0.5507,2.3825,4.6515,9.3594
24-Oct-01,0.2503,1.861,2.9708,0.2018,0.2341,0.1958,1.2557,2.087,1.3223,1.061,0.4922,0.013,0.1701,1.1434,6.8163,0.0706,0.4425,0.0139,1.1899,3.344,5.2193,0.3706,3.8937,0.141,1.3524,4.6133,0.9515,8.4448,0.9611,3.13,2.8371,1.1185,0.5461,2.363,4.6133,9.2826
25-Oct-01,0.2507,1.8639,2.9849,0.2006,0.2343,0.196,1.2611,2.09,1.3305,1.0611,0.4918,0.0131,0.1707,1.1451,6.8258,0.0706,0.4431,0.0139,1.1918,3.3494,5.2267,0.3712,3.9065,0.1412,1.3545,4.6205,0.953,8.458,0.9626,3.1349,2.8415,1.1202,0.547,2.3667,4.6205,9.2971
26-Oct-01,0.2506,1.8622,2.9835,0.1997,0.2345,0.1972,1.2587,2.09,1.3278,1.058,0.4918,0.013,0.1699,1.1431,6.8254,0.0706,0.4431,0.0138,1.1911,3.3477,5.2262,0.3711,3.8768,0.1411,1.3533,4.6163,0.9521,8.4503,0.9617,3.132,2.8389,1.1192,0.5465,2.3645,4.6163,9.2886
27-Oct-01,0.2506,1.8624,2.9783,0.1981,0.2342,0.198,1.2631,2.0848,1.3245,1.0474,0.4917,0.0131,0.17,1.1411,6.8126,0.0703,0.4417,0.0138,1.1911,3.3437,5.2133,0.3703,3.8679,0.1408,1.3535,4.6168,0.9522,8.4512,0.9618,3.1323,2.8392,1.1193,0.5466,2.3648,4.6168,9.2896
28-Oct-01,0.2506,1.8624,2.9783,0.1981,0.2342,0.198,1.2631,2.0848,1.3245,1.0474,0.4917,0.0131,0.17,1.1411,6.8126,0.0703,0.4417,0.0138,1.1911,3.3437,5.2133,0.3703,3.8679,0.1408,1.3535,4.6168,0.9522,8.4512,0.9618,3.1323,2.8392,1.1193,0.5466,2.3648,4.6168,9.2896
29-Oct-01,0.2506,1.8624,2.9783,0.1981,0.2342,0.198,1.2631,2.0848,1.3245,1.0474,0.4917,0.0131,0.17,1.1411,6.8126,0.0703,0.4417,0.0138,1.1911,3.3437,5.2133,0.3703,3.8679,0.1408,1.3535,4.6168,0.9522,8.4512,0.9618,3.1323,2.8392,1.1193,0.5466,2.3648,4.6168,9.2896
30-Oct-01,0.2517,1.8707,3.0105,0.1994,0.2347,0.1974,1.2683,2.0848,1.3227,1.0493,0.4905,0.013,0.1705,1.1392,6.8164,0.0702,0.4414,0.0138,1.1962,3.3523,5.2146,0.3703,3.8672,0.1408,1.3595,4.6373,0.9565,8.4889,0.9661,3.1463,2.8519,1.1243,0.549,2.3753,4.6373,9.331
31-Oct-01,0.2537,1.8862,3.0318,0.2006,0.2365,0.1971,1.2809,2.0847,1.3229,1.0588,0.4894,0.0129,0.1711,1.1435,6.8252,0.0702,0.4414,0.0138,1.2061,3.3635,5.2144,0.3703,3.8706,0.1408,1.3708,4.6758,0.9644,8.5592,0.9741,3.1724,2.8755,1.1336,0.5535,2.395,4.6758,9.4083
01-Nov-01,0.2538,1.8888,3.0321,0.2014,0.2364,0.1968,1.2849,2.0848,1.3208,1.053,0.4905,0.0131,0.1711,1.1469,6.8271,0.0702,0.4414,0.0138,1.2071,3.3653,5.2145,0.3703,3.8896,0.1408,1.3726,4.6822,0.9657,8.571,0.9755,3.1767,2.8795,1.1352,0.5543,2.3983,4.6822,9.4213
02-Nov-01,0.2527,1.8807,3.03,0.1997,0.235,0.1964,1.2787,2.0848,1.3118,1.0566,0.4905,0.0132,0.1705,1.1407,6.8236,0.0701,0.4416,0.0138,1.2024,3.3604,5.2223,0.3702,3.8816,0.1406,1.3668,4.6621,0.9616,8.5342,0.9713,3.1631,2.8671,1.1303,0.5519,2.388,4.6621,9.3809
03-Nov-01,0.2545,1.8935,3.0679,0.2007,0.2379,0.1988,1.2868,2.095,1.3127,1.0622,0.4924,0.0133,0.1724,1.1451,6.8621,0.0704,0.4437,0.0138,1.2112,3.3839,5.2479,0.372,3.9566,0.1411,1.3761,4.6939,0.9681,8.5923,0.9779,3.1846,2.8866,1.138,0.5557,2.4042,4.6939,9.4447
